sku_id,week_start,forecast_units,forecast_lower,forecast_upper
SKU0197,2025-10-06,199.6,139.7,279.5
SKU0198,2025-09-01,60.4,42.2,84.5
SKU0198,2025-09-08,60.3,42.2,84.4
SKU0198,2025-09-15,62.4,43.7,87.4
SKU0198,2025-09-22,62.4,43.7,87.4
SKU0198,2025-09-29,62.7,43.9,87.8
SKU0198,2025-10-06,62.1,43.4,86.9
SKU0199,2025-09-01,237.2,166.0,332.0
SKU0199,2025-09-08,252.0,176.4,352.9
SKU0199,2025-09-15,244.1,170.9,341.7
SKU0199,2025-09-22,254.0,177.8,355.6
SKU0199,2025-09-29,247.1,173.0,345.9
SKU0199,2025-10-06,255.2,178.6,357.2
SKU0200,2025-09-01,47.4,33.1,66.3
SKU0200,2025-09-08,44.0,30.8,61.6
SKU0200,2025-09-15,45.0,31.5,63.0
SKU0200,2025-09-22,45.9,32.1,64.3
SKU0200,2025-09-29,46.2,32.3,64.6
SKU0200,2025-10-06,45.1,31.6,63.2
