date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-06-04,SKU0110,1083,32,6,147
2025-06-11,SKU0110,906,43,6,147
2025-06-18,SKU0110,835,31,6,147
2025-06-25,SKU0110,810,40,6,147
2025-07-02,SKU0110,756,34,6,147
2025-07-09,SKU0110,725,41,6,147
2025-07-16,SKU0110,678,38,6,147
2025-07-23,SKU0110,605,38,6,147
2025-07-30,SKU0110,551,38,6,147
2025-08-06,SKU0110,577,41,6,147
2025-08-13,SKU0110,569,32,6,147
2025-08-20,SKU0110,551,45,6,147
2025-08-27,SKU0110,565,40,6,147
2024-06-28,SKU0111,169,21,5,74
2024-07-05,SKU0111,189,17,5,74
2024-07-12,SKU0111,222,10,5,74
2024-07-19,SKU0111,228,8,5,74
2024-07-26,SKU0111,249,17,5,74
2024-08-02,SKU0111,267,15,5,74
2024-08-09,SKU0111,294,13,5,74
2024-08-16,SKU0111,305,15,5,74
2024-08-23,SKU0111,315,16,5,74
2024-08-30,SKU0111,297,12,5,74
2024-09-06,SKU0111,310,16,5,74
2024-09-13,SKU0111,307,19,5,74
2024-09-20,SKU0111,284,12,5,74
2024-09-27,SKU0111,295,20,5,74
2024-10-04,SKU0111,252,23,5,74
2024-10-11,SKU0111,265,13,5,74
2024-10-18,SKU0111,275,20,5,74
2024-10-25,SKU0111,258,10,5,74
2024-11-01,SKU0111,262,10,5,74
2024-11-08,SKU0111,247,12,5,74
2024-11-15,SKU0111,159,14,5,74
2024-11-22,SKU0111,98,17,5,74
2024-11-29,SKU0111,31,8,5,74
2024-12-06,SKU0111,15,21,5,74
2024-12-13,SKU0111,1,8,5,74
2024-12-20,SKU0111,0,17,5,74
2024-12-27,SKU0111,0,21,5,74
2025-01-03,SKU0111,0,15,5,74
2025-01-10,SKU0111,0,13,5,74
2025-01-17,SKU0111,2,11,5,74
2025-01-24,SKU0111,0,18,5,74
2025-01-31,SKU0111,0,15,5,74
2025-02-07,SKU0111,40,24,5,74
2025-02-14,SKU0111,35,16,5,74
2025-02-21,SKU0111,9,12,5,74
2025-02-28,SKU0111,3,21,5,74
2025-03-07,SKU0111,0,9,5,74
2025-03-14,SKU0111,41,17,5,74
2025-03-21,SKU0111,29,12,5,74
2025-03-28,SKU0111,43,16,5,74
2025-04-04,SKU0111,82,14,5,74
2025-04-11,SKU0111,76,17,5,74
2025-04-18,SKU0111,79,21,5,74
2025-04-25,SKU0111,119,21,5,74
2025-05-02,SKU0111,145,25,5,74
2025-05-09,SKU0111,135,7,5,74
2025-05-16,SKU0111,160,15,5,74
2025-05-23,SKU0111,172,12,5,74
2025-05-30,SKU0111,167,12,5,74
2025-06-06,SKU0111,128,18,5,74
2025-06-13,SKU0111,104,16,5,74
2025-06-20,SKU0111,153,17,5,74
2025-06-27,SKU0111,155,19,5,74
2025-07-04,SKU0111,166,20,5,74
2025-07-11,SKU0111,166,13,5,74
2025-07-18,SKU0111,171,16,5,74
2025-07-25,SKU0111,201,12,5,74
2025-08-01,SKU0111,171,15,5,74
2025-08-08,SKU0111,123,16,5,74
2025-08-15,SKU0111,82,12,5,74
2025-08-22,SKU0111,118,16,5,74
2025-08-29,SKU0111,88,23,5,74
2024-09-25,SKU0112,1243,206,20,1138
2024-10-02,SKU0112,1183,274,20,1138
2024-10-09,SKU0112,948,221,20,1138
2024-10-16,SKU0112,852,216,20,1138
2024-10-23,SKU0112,766,226,20,1138
2024-10-30,SKU0112,705,220,20,1138
2024-11-06,SKU0112,678,235,20,1138
2024-11-13,SKU0112,556,238,20,1138
2024-11-20,SKU0112,565,247,20,1138
2024-11-27,SKU0112,373,256,20,1138
2024-12-04,SKU0112,265,227,20,1138
2024-12-11,SKU0112,141,259,20,1138
2024-12-18,SKU0112,109,257,20,1138
2024-12-25,SKU0112,50,253,20,1138
2025-01-01,SKU0112,0,280,20,1138
2025-01-08,SKU0112,19,264,20,1138
2025-01-15,SKU0112,190,257,20,1138
2025-01-22,SKU0112,329,235,20,1138
2025-01-29,SKU0112,405,275,20,1138
2025-02-05,SKU0112,469,226,20,1138
2025-02-12,SKU0112,571,248,20,1138
2025-02-19,SKU0112,664,229,20,1138
2025-02-26,SKU0112,670,224,20,1138
2025-03-05,SKU0112,768,256,20,1138
2025-03-12,SKU0112,850,249,20,1138
2025-03-19,SKU0112,937,240,20,1138
2025-03-26,SKU0112,940,233,20,1138
2025-04-02,SKU0112,1007,239,20,1138
2025-04-09,SKU0112,1089,255,20,1138
2025-04-16,SKU0112,1062,233,20,1138
2025-04-23,SKU0112,1048,237,20,1138
2025-04-30,SKU0112,1163,229,20,1138
2025-05-07,SKU0112,1204,282,20,1138
2025-05-14,SKU0112,1182,228,20,1138
2025-05-21,SKU0112,1261,230,20,1138
2025-05-28,SKU0112,1311,246,20,1138
2025-06-04,SKU0112,1261,226,20,1138
2025-06-11,SKU0112,1111,256,20,1138
2025-06-18,SKU0112,1088,230,20,1138
2025-06-25,SKU0112,982,223,20,1138
2025-07-02,SKU0112,933,253,20,1138
2025-07-09,SKU0112,891,256,20,1138
2025-07-16,SKU0112,874,253,20,1138
2025-07-23,SKU0112,864,235,20,1138
2025-07-30,SKU0112,831,258,20,1138
2025-08-06,SKU0112,649,229,20,1138
2025-08-13,SKU0112,512,259,20,1138
2025-08-20,SKU0112,346,250,20,1138
2025-08-27,SKU0112,96,215,20,1138
2025-03-13,SKU0113,974,212,20,811
2025-03-20,SKU0113,960,219,20,811
2025-03-27,SKU0113,1013,143,20,811
2025-04-03,SKU0113,945,174,20,811
2025-04-10,SKU0113,824,184,20,811
2025-04-17,SKU0113,729,177,20,811
2025-04-24,SKU0113,743,155,20,811
2025-05-01,SKU0113,623,185,20,811
2025-05-08,SKU0113,625,181,20,811
2025-05-15,SKU0113,655,178,20,811
2025-05-22,SKU0113,652,197,20,811
2025-05-29,SKU0113,652,152,20,811
2025-06-05,SKU0113,479,165,20,811
2025-06-12,SKU0113,351,168,20,811
2025-06-19,SKU0113,411,175,20,811
2025-06-26,SKU0113,349,191,20,811
2025-07-03,SKU0113,387,178,20,811
2025-07-10,SKU0113,415,196,20,811
2025-07-17,SKU0113,425,194,20,811
2025-07-24,SKU0113,436,191,20,811
2025-07-31,SKU0113,383,172,20,811
2025-08-07,SKU0113,424,155,20,811
2025-08-14,SKU0113,453,190,20,811
2025-08-21,SKU0113,504,214,20,811
2025-08-28,SKU0113,625,183,20,811
2023-10-10,SKU0114,85,21,20,54
2023-10-17,SKU0114,73,12,20,54
2023-10-24,SKU0114,70,16,20,54
2023-10-31,SKU0114,66,15,20,54
2023-11-07,SKU0114,78,17,20,54
2023-11-14,SKU0114,78,16,20,54
2023-11-21,SKU0114,68,12,20,54
2023-11-28,SKU0114,49,16,20,54
2023-12-05,SKU0114,60,17,20,54
2023-12-12,SKU0114,60,17,20,54
2023-12-19,SKU0114,73,8,20,54
2023-12-26,SKU0114,56,14,20,54
2024-01-02,SKU0114,42,11,20,54
2024-01-09,SKU0114,34,14,20,54
2024-01-16,SKU0114,40,14,20,54
2024-01-23,SKU0114,34,11,20,54
2024-01-30,SKU0114,30,13,20,54
2024-02-06,SKU0114,38,18,20,54
2024-02-13,SKU0114,37,9,20,54
2024-02-20,SKU0114,27,15,20,54
2024-02-27,SKU0114,25,13,20,54
2024-03-05,SKU0114,16,9,20,54
2024-03-12,SKU0114,17,13,20,54
2024-03-19,SKU0114,12,11,20,54
2024-03-26,SKU0114,20,11,20,54
2024-04-02,SKU0114,5,9,20,54
2024-04-09,SKU0114,1,11,20,54
2024-04-16,SKU0114,0,20,20,54
2024-04-23,SKU0114,0,17,20,54
2024-04-30,SKU0114,9,10,20,54
2024-05-07,SKU0114,7,10,20,54
2024-05-14,SKU0114,10,12,20,54
2024-05-21,SKU0114,17,11,20,54
2024-05-28,SKU0114,9,18,20,54
2024-06-04,SKU0114,0,13,20,54
2024-06-11,SKU0114,0,10,20,54
2024-06-18,SKU0114,10,14,20,54
2024-06-25,SKU0114,20,11,20,54
2024-07-02,SKU0114,25,19,20,54
2024-07-09,SKU0114,28,14,20,54
2024-07-16,SKU0114,38,12,20,54
2024-07-23,SKU0114,40,18,20,54
2024-07-30,SKU0114,54,10,20,54
2024-08-06,SKU0114,58,15,20,54
2024-08-13,SKU0114,72,22,20,54
2024-08-20,SKU0114,75,12,20,54
2024-08-27,SKU0114,75,20,20,54
2024-09-03,SKU0114,64,14,20,54
2024-09-10,SKU0114,70,15,20,54
2024-09-17,SKU0114,80,11,20,54
2024-09-24,SKU0114,82,13,20,54
2024-10-01,SKU0114,75,10,20,54
2024-10-08,SKU0114,77,14,20,54
2024-10-15,SKU0114,78,13,20,54
2024-10-22,SKU0114,90,10,20,54
2024-10-29,SKU0114,84,11,20,54
2024-11-05,SKU0114,80,8,20,54
2024-11-12,SKU0114,78,21,20,54
2024-11-19,SKU0114,79,11,20,54
2024-11-26,SKU0114,87,16,20,54
2024-12-03,SKU0114,92,12,20,54
2024-12-10,SKU0114,85,17,20,54
2024-12-17,SKU0114,83,23,20,54
2024-12-24,SKU0114,74,14,20,54
2024-12-31,SKU0114,45,17,20,54
2025-01-07,SKU0114,60,15,20,54
2025-01-14,SKU0114,58,15,20,54
2025-01-21,SKU0114,49,20,20,54
2025-01-28,SKU0114,50,16,20,54
2025-02-04,SKU0114,40,11,20,54
2025-02-11,SKU0114,36,10,20,54
2025-02-18,SKU0114,33,19,20,54
2025-02-25,SKU0114,34,10,20,54
2025-03-04,SKU0114,37,12,20,54
2025-03-11,SKU0114,30,14,20,54
2025-03-18,SKU0114,30,18,20,54
2025-03-25,SKU0114,10,24,20,54
2025-04-01,SKU0114,1,16,20,54
2025-04-08,SKU0114,0,10,20,54
2025-04-15,SKU0114,0,16,20,54
2025-04-22,SKU0114,0,10,20,54
2025-04-29,SKU0114,9,14,20,54
2025-05-06,SKU0114,8,7,20,54
2025-05-13,SKU0114,15,17,20,54
2025-05-20,SKU0114,20,15,20,54
2025-05-27,SKU0114,33,13,20,54
2025-06-03,SKU0114,38,13,20,54
2025-06-10,SKU0114,33,13,20,54
2025-06-17,SKU0114,31,19,20,54
2025-06-24,SKU0114,42,14,20,54
2025-07-01,SKU0114,44,12,20,54
2025-07-08,SKU0114,37,14,20,54
2025-07-15,SKU0114,46,15,20,54
2025-07-22,SKU0114,39,10,20,54
2025-07-29,SKU0114,52,11,20,54
2025-08-05,SKU0114,60,17,20,54
2025-08-12,SKU0114,66,15,20,54
2025-08-19,SKU0114,76,16,20,54
2025-08-26,SKU0114,77,13,20,54
2024-04-21,SKU0115,1417,41,5,236
2024-04-28,SKU0115,1343,48,5,236
2024-05-05,SKU0115,1299,48,5,236
2024-05-12,SKU0115,1177,57,5,236
2024-05-19,SKU0115,1141,70,5,236
2024-05-26,SKU0115,1135,54,5,236
2024-06-02,SKU0115,1131,47,5,236
2024-06-09,SKU0115,704,48,5,236
2024-06-16,SKU0115,491,63,5,236
2024-06-23,SKU0115,411,52,5,236
2024-06-30,SKU0115,373,30,5,236
2024-07-07,SKU0115,420,37,5,236
2024-07-14,SKU0115,452,52,5,236
2024-07-21,SKU0115,373,54,5,236
2024-07-28,SKU0115,350,45,5,236
2024-08-04,SKU0115,351,63,5,236
2024-08-11,SKU0115,314,40,5,236
2024-08-18,SKU0115,285,46,5,236
2024-08-25,SKU0115,256,48,5,236
2024-09-01,SKU0115,391,59,5,236
2024-09-08,SKU0115,354,45,5,236
2024-09-15,SKU0115,433,43,5,236
2024-09-22,SKU0115,586,50,5,236
2024-09-29,SKU0115,719,46,5,236
2024-10-06,SKU0115,803,58,5,236
2024-10-13,SKU0115,848,48,5,236
2024-10-20,SKU0115,863,57,5,236
2024-10-27,SKU0115,890,49,5,236
2024-11-03,SKU0115,1011,51,5,236
2024-11-10,SKU0115,1068,49,5,236
2024-11-17,SKU0115,1104,55,5,236
2024-11-24,SKU0115,1199,54,5,236
2024-12-01,SKU0115,1306,48,5,236
2024-12-08,SKU0115,1306,48,5,236
2024-12-15,SKU0115,1367,54,5,236
2024-12-22,SKU0115,1411,59,5,236
2024-12-29,SKU0115,1281,61,5,236
2025-01-05,SKU0115,1319,37,5,236
2025-01-12,SKU0115,1354,46,5,236
2025-01-19,SKU0115,1414,48,5,236
2025-01-26,SKU0115,1490,45,5,236
2025-02-02,SKU0115,1521,60,5,236
2025-02-09,SKU0115,1543,49,5,236
2025-02-16,SKU0115,1544,49,5,236
2025-02-23,SKU0115,1582,37,5,236
2025-03-02,SKU0115,1490,46,5,236
2025-03-09,SKU0115,1458,44,5,236
2025-03-16,SKU0115,1351,42,5,236
2025-03-23,SKU0115,1290,57,5,236
2025-03-30,SKU0115,1228,37,5,236
2025-04-06,SKU0115,1161,56,5,236
2025-04-13,SKU0115,1235,53,5,236
2025-04-20,SKU0115,1185,49,5,236
2025-04-27,SKU0115,1122,46,5,236
2025-05-04,SKU0115,1066,42,5,236
2025-05-11,SKU0115,1105,42,5,236
2025-05-18,SKU0115,1009,45,5,236
2025-05-25,SKU0115,936,53,5,236
2025-06-01,SKU0115,872,43,5,236
2025-06-08,SKU0115,592,43,5,236
2025-06-15,SKU0115,524,40,5,236
2025-06-22,SKU0115,502,46,5,236
2025-06-29,SKU0115,447,39,5,236
2025-07-06,SKU0115,455,60,5,236
2025-07-13,SKU0115,449,60,5,236
2025-07-20,SKU0115,466,52,5,236
2025-07-27,SKU0115,485,40,5,236
2025-08-03,SKU0115,507,48,5,236
2025-08-10,SKU0115,570,40,5,236
2025-08-17,SKU0115,643,53,5,236
2025-08-24,SKU0115,667,38,5,236
2025-08-31,SKU0115,791,61,5,236
2024-07-02,SKU0116,1630,77,6,290
2024-07-09,SKU0116,1619,82,6,290
2024-07-16,SKU0116,1699,77,6,290
2024-07-23,SKU0116,1825,78,6,290
2024-07-30,SKU0116,1964,62,6,290
2024-08-06,SKU0116,2075,62,6,290
2024-08-13,SKU0116,1970,85,6,290
2024-08-20,SKU0116,2061,68,6,290
2024-08-27,SKU0116,2105,68,6,290
2024-09-03,SKU0116,2027,92,6,290
2024-09-10,SKU0116,2072,74,6,290
2024-09-17,SKU0116,2166,81,6,290
2024-09-24,SKU0116,2029,74,6,290
2024-10-01,SKU0116,2084,74,6,290
2024-10-08,SKU0116,2042,69,6,290
2024-10-15,SKU0116,1904,79,6,290
2024-10-22,SKU0116,1877,80,6,290
2024-10-29,SKU0116,1962,89,6,290
2024-11-05,SKU0116,1930,79,6,290
2024-11-12,SKU0116,1498,71,6,290
2024-11-19,SKU0116,1126,85,6,290
2024-11-26,SKU0116,1206,71,6,290
2024-12-03,SKU0116,1110,71,6,290
2024-12-10,SKU0116,996,82,6,290
2024-12-17,SKU0116,941,69,6,290
2024-12-24,SKU0116,861,78,6,290
2024-12-31,SKU0116,535,75,6,290
2025-01-07,SKU0116,511,69,6,290
2025-01-14,SKU0116,471,76,6,290
2025-01-21,SKU0116,548,64,6,290
2025-01-28,SKU0116,574,80,6,290
2025-02-04,SKU0116,733,93,6,290
2025-02-11,SKU0116,740,88,6,290
2025-02-18,SKU0116,730,82,6,290
2025-02-25,SKU0116,827,71,6,290
2025-03-04,SKU0116,863,74,6,290
2025-03-11,SKU0116,790,67,6,290
2025-03-18,SKU0116,766,67,6,290
2025-03-25,SKU0116,974,78,6,290
2025-04-01,SKU0116,1004,69,6,290
2025-04-08,SKU0116,1191,82,6,290
2025-04-15,SKU0116,1219,68,6,290
2025-04-22,SKU0116,1294,74,6,290
2025-04-29,SKU0116,1474,94,6,290
2025-05-06,SKU0116,1606,79,6,290
2025-05-13,SKU0116,1746,88,6,290
2025-05-20,SKU0116,1913,74,6,290
2025-05-27,SKU0116,2072,84,6,290
2025-06-03,SKU0116,1881,72,6,290
2025-06-10,SKU0116,1701,73,6,290
2025-06-17,SKU0116,1806,82,6,290
2025-06-24,SKU0116,1869,72,6,290
2025-07-01,SKU0116,1968,72,6,290
2025-07-08,SKU0116,2069,87,6,290
2025-07-15,SKU0116,2107,68,6,290
2025-07-22,SKU0116,2159,78,6,290
2025-07-29,SKU0116,2112,69,6,290
2025-08-05,SKU0116,2201,79,6,290
2025-08-12,SKU0116,2059,78,6,290
2025-08-19,SKU0116,2009,66,6,290
2025-08-26,SKU0116,2003,72,6,290
2024-10-25,SKU0117,1415,86,6,323
2024-11-01,SKU0117,1524,80,6,323
2024-11-08,SKU0117,1540,96,6,323
2024-11-15,SKU0117,1394,94,6,323
2024-11-22,SKU0117,1287,96,6,323
2024-11-29,SKU0117,1252,74,6,323
2024-12-06,SKU0117,1183,70,6,323
2024-12-13,SKU0117,1167,82,6,323
2024-12-20,SKU0117,1129,78,6,323
2024-12-27,SKU0117,733,92,6,323
2025-01-03,SKU0117,631,102,6,323
2025-01-10,SKU0117,671,94,6,323
2025-01-17,SKU0117,853,93,6,323
2025-01-24,SKU0117,839,89,6,323
2025-01-31,SKU0117,937,98,6,323
2025-02-07,SKU0117,929,102,6,323
2025-02-14,SKU0117,884,80,6,323
2025-02-21,SKU0117,992,90,6,323
2025-02-28,SKU0117,935,82,6,323
2025-03-07,SKU0117,1005,101,6,323
2025-03-14,SKU0117,979,89,6,323
2025-03-21,SKU0117,1025,93,6,323
2025-03-28,SKU0117,1015,77,6,323
2025-04-04,SKU0117,1056,82,6,323
2025-04-11,SKU0117,1068,95,6,323
2025-04-18,SKU0117,1041,72,6,323
2025-04-25,SKU0117,1166,97,6,323
2025-05-02,SKU0117,1010,73,6,323
2025-05-09,SKU0117,953,87,6,323
2025-05-16,SKU0117,881,103,6,323
2025-05-23,SKU0117,783,106,6,323
2025-05-30,SKU0117,819,83,6,323
2025-06-06,SKU0117,446,84,6,323
2025-06-13,SKU0117,342,90,6,323
2025-06-20,SKU0117,442,71,6,323
2025-06-27,SKU0117,362,99,6,323
2025-07-04,SKU0117,368,75,6,323
2025-07-11,SKU0117,440,87,6,323
2025-07-18,SKU0117,329,64,6,323
2025-07-25,SKU0117,250,102,6,323
2025-08-01,SKU0117,276,91,6,323
2025-08-08,SKU0117,217,91,6,323
2025-08-15,SKU0117,182,86,6,323
2025-08-22,SKU0117,221,81,6,323
2025-08-29,SKU0117,148,76,6,323
2024-07-11,SKU0118,447,24,9,104
2024-07-18,SKU0118,441,37,9,104
2024-07-25,SKU0118,420,32,9,104
2024-08-01,SKU0118,424,25,9,104
2024-08-08,SKU0118,417,25,9,104
2024-08-15,SKU0118,442,20,9,104
2024-08-22,SKU0118,416,26,9,104
2024-08-29,SKU0118,427,29,9,104
2024-09-05,SKU0118,417,33,9,104
2024-09-12,SKU0118,414,23,9,104
2024-09-19,SKU0118,410,23,9,104
2024-09-26,SKU0118,409,28,9,104
2024-10-03,SKU0118,469,24,9,104
2024-10-10,SKU0118,455,46,9,104
2024-10-17,SKU0118,442,25,9,104
2024-10-24,SKU0118,444,25,9,104
2024-10-31,SKU0118,432,31,9,104
2024-11-07,SKU0118,471,26,9,104
2024-11-14,SKU0118,426,31,9,104
2024-11-21,SKU0118,455,23,9,104
2024-11-28,SKU0118,497,32,9,104
2024-12-05,SKU0118,496,33,9,104
2024-12-12,SKU0118,503,33,9,104
2024-12-19,SKU0118,495,26,9,104
2024-12-26,SKU0118,426,24,9,104
2025-01-02,SKU0118,380,35,9,104
2025-01-09,SKU0118,405,22,9,104
2025-01-16,SKU0118,406,33,9,104
2025-01-23,SKU0118,375,40,9,104
2025-01-30,SKU0118,398,25,9,104
2025-02-06,SKU0118,381,27,9,104
2025-02-13,SKU0118,383,41,9,104
2025-02-20,SKU0118,342,25,9,104
2025-02-27,SKU0118,324,26,9,104
2025-03-06,SKU0118,326,27,9,104
2025-03-13,SKU0118,319,31,9,104
2025-03-20,SKU0118,326,27,9,104
2025-03-27,SKU0118,369,28,9,104
2025-04-03,SKU0118,370,26,9,104
2025-04-10,SKU0118,347,29,9,104
2025-04-17,SKU0118,316,21,9,104
2025-04-24,SKU0118,289,23,9,104
2025-05-01,SKU0118,250,34,9,104
2025-05-08,SKU0118,234,36,9,104
2025-05-15,SKU0118,178,29,9,104
2025-05-22,SKU0118,171,26,9,104
2025-05-29,SKU0118,173,37,9,104
2025-06-05,SKU0118,109,28,9,104
2025-06-12,SKU0118,31,32,9,104
2025-06-19,SKU0118,42,31,9,104
2025-06-26,SKU0118,26,28,9,104
2025-07-03,SKU0118,0,28,9,104
2025-07-10,SKU0118,17,26,9,104
2025-07-17,SKU0118,7,36,9,104
2025-07-24,SKU0118,22,22,9,104
2025-07-31,SKU0118,3,20,9,104
2025-08-07,SKU0118,31,26,9,104
2025-08-14,SKU0118,0,39,9,104
2025-08-21,SKU0118,18,26,9,104
2025-08-28,SKU0118,15,37,9,104
2024-05-29,SKU0119,582,69,7,294
2024-06-05,SKU0119,524,59,7,294
2024-06-12,SKU0119,490,79,7,294
2024-06-19,SKU0119,607,69,7,294
2024-06-26,SKU0119,572,64,7,294
2024-07-03,SKU0119,717,64,7,294
2024-07-10,SKU0119,779,61,7,294
2024-07-17,SKU0119,781,73,7,294
2024-07-24,SKU0119,740,61,7,294
2024-07-31,SKU0119,761,76,7,294
2024-08-07,SKU0119,851,67,7,294
2024-08-14,SKU0119,807,69,7,294
2024-08-21,SKU0119,824,72,7,294
2024-08-28,SKU0119,775,69,7,294
2024-09-04,SKU0119,787,81,7,294
2024-09-11,SKU0119,809,72,7,294
2024-09-18,SKU0119,825,77,7,294
2024-09-25,SKU0119,799,57,7,294
2024-10-02,SKU0119,779,68,7,294
2024-10-09,SKU0119,859,84,7,294
2024-10-16,SKU0119,928,76,7,294
2024-10-23,SKU0119,877,54,7,294
2024-10-30,SKU0119,916,75,7,294
2024-11-06,SKU0119,892,54,7,294
2024-11-13,SKU0119,890,74,7,294
2024-11-20,SKU0119,872,79,7,294
2024-11-27,SKU0119,946,76,7,294
2024-12-04,SKU0119,1000,69,7,294
2024-12-11,SKU0119,1047,78,7,294
2024-12-18,SKU0119,1080,73,7,294
2024-12-25,SKU0119,827,79,7,294
2025-01-01,SKU0119,491,70,7,294
2025-01-08,SKU0119,387,62,7,294
2025-01-15,SKU0119,363,66,7,294
2025-01-22,SKU0119,184,77,7,294
2025-01-29,SKU0119,149,64,7,294
2025-02-05,SKU0119,82,64,7,294
2025-02-12,SKU0119,11,69,7,294
2025-02-19,SKU0119,0,47,7,294
2025-02-26,SKU0119,0,71,7,294
2025-03-05,SKU0119,0,81,7,294
2025-03-12,SKU0119,0,54,7,294
2025-03-19,SKU0119,59,64,7,294
2025-03-26,SKU0119,4,58,7,294
2025-04-02,SKU0119,0,67,7,294
2025-04-09,SKU0119,25,53,7,294
2025-04-16,SKU0119,0,76,7,294
2025-04-23,SKU0119,53,62,7,294
2025-04-30,SKU0119,60,84,7,294
2025-05-07,SKU0119,0,69,7,294
2025-05-14,SKU0119,0,64,7,294
2025-05-21,SKU0119,0,65,7,294
2025-05-28,SKU0119,36,66,7,294
2025-06-04,SKU0119,6,75,7,294
2025-06-11,SKU0119,0,71,7,294
2025-06-18,SKU0119,0,70,7,294
2025-06-25,SKU0119,0,68,7,294
2025-07-02,SKU0119,0,67,7,294
2025-07-09,SKU0119,57,70,7,294
2025-07-16,SKU0119,96,62,7,294
2025-07-23,SKU0119,84,80,7,294
2025-07-30,SKU0119,153,67,7,294
2025-08-06,SKU0119,230,59,7,294
2025-08-13,SKU0119,308,62,7,294
2025-08-20,SKU0119,378,67,7,294
2025-08-27,SKU0119,440,79,7,294
2024-07-23,SKU0120,1549,238,19,939
2024-07-30,SKU0120,1558,242,19,939
2024-08-06,SKU0120,1568,234,19,939
2024-08-13,SKU0120,1784,231,19,939
2024-08-20,SKU0120,1805,207,19,939
2024-08-27,SKU0120,1852,228,19,939
2024-09-03,SKU0120,1980,238,19,939
2024-09-10,SKU0120,2145,263,19,939
2024-09-17,SKU0120,2058,248,19,939
2024-09-24,SKU0120,2137,258,19,939
2024-10-01,SKU0120,2181,253,19,939
2024-10-08,SKU0120,2106,230,19,939
2024-10-15,SKU0120,2166,263,19,939
2024-10-22,SKU0120,2175,237,19,939
2024-10-29,SKU0120,2175,198,19,939
2024-11-05,SKU0120,2218,227,19,939
2024-11-12,SKU0120,2077,259,19,939
2024-11-19,SKU0120,1820,230,19,939
2024-11-26,SKU0120,1780,242,19,939
2024-12-03,SKU0120,1609,226,19,939
2024-12-10,SKU0120,1492,246,19,939
2024-12-17,SKU0120,1480,222,19,939
2024-12-24,SKU0120,1184,251,19,939
2024-12-31,SKU0120,1026,212,19,939
2025-01-07,SKU0120,945,232,19,939
2025-01-14,SKU0120,907,234,19,939
2025-01-21,SKU0120,865,259,19,939
2025-01-28,SKU0120,662,244,19,939
2025-02-04,SKU0120,558,240,19,939
2025-02-11,SKU0120,515,226,19,939
2025-02-18,SKU0120,333,231,19,939
2025-02-25,SKU0120,178,242,19,939
2025-03-04,SKU0120,235,245,19,939
2025-03-11,SKU0120,229,243,19,939
2025-03-18,SKU0120,276,232,19,939
2025-03-25,SKU0120,184,239,19,939
2025-04-01,SKU0120,242,226,19,939
2025-04-08,SKU0120,225,226,19,939
2025-04-15,SKU0120,177,235,19,939
2025-04-22,SKU0120,293,228,19,939
2025-04-29,SKU0120,242,228,19,939
2025-05-06,SKU0120,196,230,19,939
2025-05-13,SKU0120,252,241,19,939
2025-05-20,SKU0120,201,263,19,939
2025-05-27,SKU0120,250,245,19,939
2025-06-03,SKU0120,197,224,19,939
2025-06-10,SKU0120,0,233,19,939
2025-06-17,SKU0120,25,240,19,939
2025-06-24,SKU0120,81,240,19,939
2025-07-01,SKU0120,83,233,19,939
2025-07-08,SKU0120,81,233,19,939
2025-07-15,SKU0120,210,229,19,939
2025-07-22,SKU0120,203,252,19,939
2025-07-29,SKU0120,306,236,19,939
2025-08-05,SKU0120,255,214,19,939
2025-08-12,SKU0120,217,213,19,939
2025-08-19,SKU0120,139,205,19,939
2025-08-26,SKU0120,151,247,19,939
2024-09-24,SKU0121,800,39,8,238
2024-10-01,SKU0121,828,52,8,238
2024-10-08,SKU0121,814,45,8,238
2024-10-15,SKU0121,791,37,8,238
2024-10-22,SKU0121,758,53,8,238
2024-10-29,SKU0121,824,51,8,238
2024-11-05,SKU0121,748,50,8,238
2024-11-12,SKU0121,707,57,8,238
2024-11-19,SKU0121,652,41,8,238
2024-11-26,SKU0121,639,37,8,238
2024-12-03,SKU0121,615,54,8,238
2024-12-10,SKU0121,599,49,8,238
2024-12-17,SKU0121,576,47,8,238
2024-12-24,SKU0121,544,68,8,238
2024-12-31,SKU0121,449,57,8,238
2025-01-07,SKU0121,381,45,8,238
2025-01-14,SKU0121,336,56,8,238
2025-01-21,SKU0121,302,53,8,238
2025-01-28,SKU0121,233,54,8,238
2025-02-04,SKU0121,209,52,8,238
2025-02-11,SKU0121,207,55,8,238
2025-02-18,SKU0121,271,48,8,238
2025-02-25,SKU0121,254,59,8,238
2025-03-04,SKU0121,216,40,8,238
2025-03-11,SKU0121,224,52,8,238
2025-03-18,SKU0121,238,50,8,238
2025-03-25,SKU0121,200,50,8,238
2025-04-01,SKU0121,194,42,8,238
2025-04-08,SKU0121,155,43,8,238
2025-04-15,SKU0121,144,45,8,238
2025-04-22,SKU0121,189,52,8,238
2025-04-29,SKU0121,214,52,8,238
2025-05-06,SKU0121,207,55,8,238
2025-05-13,SKU0121,211,57,8,238
2025-05-20,SKU0121,174,48,8,238
2025-05-27,SKU0121,180,51,8,238
2025-06-03,SKU0121,173,41,8,238
2025-06-10,SKU0121,0,52,8,238
2025-06-17,SKU0121,0,59,8,238
2025-06-24,SKU0121,29,47,8,238
2025-07-01,SKU0121,33,48,8,238
2025-07-08,SKU0121,7,43,8,238
2025-07-15,SKU0121,70,49,8,238
2025-07-22,SKU0121,97,48,8,238
2025-07-29,SKU0121,105,57,8,238
2025-08-05,SKU0121,141,66,8,238
